,Year,Month,First Day of Weekend,Rank,Film,Country of Origin,Weekend Gross,Distributor,% change on last week,Weeks on release,Number of cinemas,Site average,Total Gross to date
10106,2020,01,10,31,42nd Street - The Musical (Theatre),UK,8745,More2Screen,0.38435966,10,3,2915,1362598
10107,2020,01,10,36,The Good Liar,UK/USA/Can,5292,Warner Bros,-0.26493732,10,7,756,3885446
10108,2020,01,10,40,Branagh Theatre Live: The Winter’s Tale 2019 (Theatre),UK,3873,Trafalgar,-,7,2,1937,407622
10109,2020,01,10,42,Judy,UK,3605,20th Century Fox,3.23619271,15,8,451,8103478
10110,2020,01,10,46,Ordinary Love,UK,3109,Universal,-0.09569517,6,8,389,197132
10111,2020,01,10,48,Last Christmas,UK/USA,2560,Universal,-0.93970622,9,32,80,17968116
10112,2020,01,10,49,Hansard - NT Live 2019 (Theatre),UK,2415,National Theatre,0.09029345,11,2,1208,939332
10113,2020,01,10,50,Bait,UK,2180,BFI,-0.1234419,20,3,727,468798
10114,2020,01,10,53,Miles Davis: Birth Of The Cool,UK/USA,1969,Music Screen,-,14,3,656,69402
10115,2020,01,10,54,Present Laughter - NT Live 2019 (Theatre),UK,1835,National Theatre,-0.51332714,8,1,1835,1231832
10116,2020,01,10,56,Maleficent: Mistress Of Evil,UK/USA,1104,Disney,-0.56704782,13,18,61,14628223
10117,2020,01,10,59,"Coppelia - ROH, London 2019/20 (Ballet)",UK,941,Royal Opera House,-,6,1,941,595718
10118,2020,01,10,63,The Street,UK,850,Verve,7.25242718,7,2,425,41132
10119,2020,01,10,68,The Lion King,UK/USA,446,Disney,-,26,2,223,75954688
10120,2020,01,10,71,Dora & The Lost City Of Gold,UK/USA/Aus,371,Paramount,-0.84541667,22,4,93,6693576
10121,2020,01,10,72,The Aeronauts,UK/USA,350,eOne Films,-0.28861789,10,2,175,1801909
10122,2020,01,10,76,Downton Abbey,UK/USA,236,Universal,-0.43651551,18,1,236,28211622
10123,2020,01,10,78,Citizen K,UK/USA,222,Wildcard,-0.64536741,5,1,222,18103
10124,2020,01,10,81,The Last Right,UK/Ire,121,eOne Films,-0.66388889,6,1,121,67919
10125,2020,01,10,82,Pink Wall,UK,111,Pinpoint/Munro,-0.48847926,5,1,111,6093
10126,2020,01,10,16,Sarileru Neekevvaru,Ind,70689,Great India Films,-,1,24,2945,70689
10127,2020,01,10,17,Tanhaji: The Unsung Warrior,Ind,67240,Cinestaan AA Distributors,-,1,56,1201,67240
10128,2020,01,10,19,Seberg,USA,47992,Universal,-,1,123,390,47992
10129,2020,01,10,29,Servant,Rus,9451,Kinostar,-,1,11,859,9451
10130,2020,01,10,32,Adoring,Chn,7327,CMC Pictures,-,1,20,366,7327
10131,2020,01,10,34,Lullaby,Fra,6318,StudioCanal,-,1,1,6318,6318
10132,2020,01,10,43,El Topo (4K Restoration),Mex,3558,Arrow Films,-,1,5,712,3558
10133,2020,01,10,45,Baba Parasi,Tur,3373,AF-Media,-,1,3,1124,3373
10134,2020,01,17,1,1917,UK/USA,6190049,eOne Films,-0.16835471,2,714,8670,18439267
10135,2020,01,17,2,Bad Boys For Life,USA,3781233,Sony Pictures,-,1,535,7068,3781233
10136,2020,01,17,3,Little Women,USA,1480139,Sony Pictures,-0.26787588,4,673,2199,16355697
10137,2020,01,17,4,The Gentlemen,USA,1092084,Entertainment,-0.36588479,3,511,2137,7895247
10138,2020,01,17,5,Jumanji: The Next Level,USA,1064594,Sony Pictures,-0.37269333,6,569,1871,32471541
10139,2020,01,17,6,Star Wars: The Rise Of Skywalker,UK/USA,901078,Disney,-0.50788705,5,565,1595,56482187
10140,2020,01,17,7,Bombshell,USA/Can,742085,Lionsgate,-,1,484,1533,742085
10141,2020,01,17,8,Jojo Rabbit,Nzl/USA/Cze,656736,Disney,-0.3627183,3,499,1316,5482043
10142,2020,01,17,9,Just Mercy,USA,529435,Warner Bros,-,1,376,1408,529435
10143,2020,01,17,10,Frozen 2,USA,514468,Disney,-0.34689639,9,552,932,51908104
10144,2020,01,17,11,Spies In Disguise,USA,508680,Disney,-0.25787815,4,539,944,5792914
10145,2020,01,17,12,Weathering With You,Jpn,221789,National Amusements UK,-,1,57,3891,221789
10146,2020,01,17,13,Cats,UK/USA,148771,Universal,-0.6633211,5,316,471,11628119
10147,2020,01,17,14,Playing With Fire,USA,144661,Paramount,-0.40245938,4,354,409,2597261
10148,2020,01,17,15,Knives Out,USA,142527,Lionsgate,-0.59295329,8,193,738,12617184
10149,2020,01,17,16,"The Sleeping Beauty - ROH, London 2019/20 (Ballet)",UK,64505,Royal Opera House,-,2,81,796,616817
10150,2020,01,17,19,Exhibition On Screen: Lucian Freud - A Self Portrait 2020 (Exhibition),UK,45219,Seventh Art Production,-,1,15,3015,45219
10151,2020,01,17,26,Shaun The Sheep Movie: Farmageddon,UK,24271,StudioCanal,-0.03820091,14,146,166,7052836
10152,2020,01,17,37,Blue Story,UK,5817,Paramount,-0.67785346,9,20,291,4490528
10153,2020,01,17,39,Bait,UK,5223,BFI,1.39587156,21,3,1741,476464
10154,2020,01,17,40,Ordinary Love,UK,4555,Universal,0.32566938,7,15,304,209607
10155,2020,01,17,41,Ip Man 4,UK/HK,4078,Asia Releasing ,-0.62163667,4,5,816,192849
10156,2020,01,17,42,StarDog And TurboCat,UK,3896,Kaleidoscope,-0.57205824,7,23,169,112319
10157,2020,01,17,43,The Lion King,UK/USA,3152,Disney,6.06726457,27,15,210,75957864
10158,2020,01,17,44,Present Laughter - NT Live 2019 (Theatre),UK,3099,National Theatre,-0.55007984,9,3,1033,1251555
10159,2020,01,17,45,Maleficent: Mistress Of Evil,UK/USA,3074,Disney,1.78473551,14,20,154,14631831
10160,2020,01,17,46,Downton Abbey,UK/USA,3016,Universal,5.20448467,19,2,1508,28233743
10161,2020,01,17,47,The Good Liar,UK/USA/Can,2535,Warner Bros,-0.68579184,11,2,1268,3901117
10162,2020,01,17,52,All About Eve - NT Live 2019 (Theatre),UK,1768,National Theatre,-,42,3,589,1241200
10163,2020,01,17,53,The Aeronauts,UK/USA,1708,eOne Films,1.28954424,11,2,854,1806372
10164,2020,01,17,58,Branagh Theatre Live: The Winter’s Tale 2019 (Theatre),UK,1499,Trafalgar,-0.61296153,8,1,1499,411544
10165,2020,01,17,68,The Lehman Trilogy - NT Live 2019 (Theatre),UK,838,National Theatre,-,27,1,838,1030779
10166,2020,01,17,71,Exhibition On Screen: Leonardo - The Works 2019 (Exhibition),UK,630,Seventh Art Production,-,12,1,630,105698
10167,2020,01,17,74,"One Man, Two Guvnors - NT Live 2019 Encore (Theatre)",UK,383,National Theatre,-,18,1,383,1250334
10168,2020,01,17,77,Dora & The Lost City Of Gold,UK/USA/Aus,267,Paramount,-0.28032345,23,1,267,6694503
10169,2020,01,17,81,The Runaways,UK,88,Slackjaw Films,-0.98628643,2,1,88,7623
10170,2020,01,17,82,The Street,UK,77,Verve,-0.93729642,8,1,77,43185
10171,2020,01,17,83,Aquarela,UK/Ger/Den,50,Park Circus,-,6,1,50,16918
10172,2020,01,17,17,A Hidden Life,USA/Ger,63375,Disney,-,1,108,587,63375
10173,2020,01,17,18,Waves,USA,62943,Universal,-,1,135,466,62943
10174,2020,01,17,23,Pattas,Ind,28345,Sun Media,-,1,33,859,28345
10175,2020,01,17,31,Big Brother,Ind,13879,Ksquare Entertainments,-,1,77,180,13879
10176,2020,01,17,35,Midnight Traveler,USA,6972,Dogwoof,-,1,3,2324,6972
10177,2020,01,17,36,Jai Mummy Di,Ind,6917,Yash Raj,-,1,14,494,6917
10178,2020,01,17,51,Khatre Da Ghuggu,Ind,1786,Rising Star Entertainment,-,1,5,357,1786
10179,2020,01,17,59,Be Natural: The Untold Story Of Alice Guy-Blache,USA,1446,Modern Films,-,1,2,723,1446
10180,2020,01,24,1,1917,UK/USA,4518270,eOne Films,-0.27008586,3,742,6089,26297179
10181,2020,01,24,2,Bad Boys For Life,USA,2744313,Sony Pictures,-0.2760094,2,559,4909,8276495
10182,2020,01,24,3,The Personal History Of David Copperfield,UK/USA,1524147,Lionsgate,-,1,656,2323,1524147
10183,2020,01,24,4,Little Women,USA,1004904,Sony Pictures,-0.32280492,5,643,1563,18498695
10184,2020,01,24,5,Jumanji: The Next Level,USA,921225,Sony Pictures,-0.13559007,7,547,1684,33592531
10185,2020,01,24,6,The Gentlemen,USA,883621,Entertainment,-0.19134089,4,448,1972,9327683
10186,2020,01,24,7,Star Wars: The Rise Of Skywalker,UK/USA,541886,Disney,-0.39988615,6,488,1110,57375552
10187,2020,01,24,8,Spies In Disguise,USA,508588,Disney,-0.00238719,5,518,982,6340164
10188,2020,01,24,9,Jojo Rabbit,Nzl/USA/Cze,502851,Disney,-0.24011134,4,392,1283,6319296
10189,2020,01,24,10,"Paw Patrol: Ready, Race, Rescue",Can,483886,Paramount,-,1,524,923,483886
10190,2020,01,24,11,The Grudge,USA,461921,Sony Pictures,-,1,390,1184,461921
10191,2020,01,24,12,Psy 3: W Imie Zasad,Pol,407435,Magnetes,-,1,172,2369,407435
10192,2020,01,24,13,Frozen 2,USA,402544,Disney,-0.21847346,10,510,789,52361128
10193,2020,01,24,14,Bombshell,USA/Can,360879,Lionsgate,-0.51370701,2,447,807,1558504
10194,2020,01,24,15,Just Mercy,USA,259255,Warner Bros,-0.51044891,2,331,783,1083691
10195,2020,01,24,21,Cats,UK/USA,79735,Universal,-0.46446322,6,177,450,11806778
10196,2020,01,24,23,Maleficent: Mistress Of Evil,UK/USA,60634,Disney,18.72602529,15,342,177,14692555
10197,2020,01,24,28,Jinde Meriye,UK/Ind,14477,Rising Star Entertainment,-,1,13,1114,14477
10198,2020,01,24,35,Everything - The Real Thing Story,UK,8231,Music Film Network,-,1,2,4116,8231
10199,2020,01,24,37,Present Laughter - NT Live 2019 (Theatre),UK,7346,National Theatre,0.81482397,10,3,2449,1260704
10200,2020,01,24,38,"The Sleeping Beauty - ROH, London 2019/20 (Ballet)",UK,7320,Royal Opera House,-0.89391693,3,2,3660,650790
10201,2020,01,24,44,Shaun The Sheep Movie: Farmageddon,UK,4040,StudioCanal,-0.83376538,15,33,122,7057468
10202,2020,01,24,46,No Fathers In Kashmir,UK/Ind,2704,Miracle Communications,-,1,14,193,2704
10203,2020,01,24,48,The Lion King,UK/USA,2379,Disney,-0.2451618,28,11,216,75960243
10204,2020,01,24,51,Exhibition On Screen: Lucian Freud - A Self Portrait 2020 (Exhibition),UK,2049,Seventh Art Production,-0.95586335,2,3,683,64312
10205,2020,01,24,52,StarDog And TurboCat,UK,2023,Kaleidoscope,-0.49708846,8,16,126,114830
10206,2020,01,24,55,Judy,UK,1660,20th Century Fox,2.37398374,17,8,208,8117150
10207,2020,01,24,56,Bait,UK,1567,BFI,-0.69998085,22,4,392,479983
10208,2020,01,24,57,Blue Story,UK,1556,Paramount,-0.73250817,10,5,311,4496745
10209,2020,01,24,59,Downton Abbey,UK/USA,1231,Universal,-0.66944146,20,2,616,28236290
10210,2020,01,24,61,Ip Man 4,UK/HK,1015,Asia Releasing ,-0.75110348,5,1,1015,196534
10211,2020,01,24,62,Fleabag - NT Live 2019 (Theatre),UK,1008,National Theatre,-,21,3,336,4369870
10212,2020,01,24,66,Ordinary Love,UK,885,Universal,-0.80869001,8,3,295,220013
10213,2020,01,24,67,The Runaways,UK,869,Slackjaw Films,8.875,3,2,435,8642
10214,2020,01,24,74,The Good Liar,UK/USA/Can,565,Warner Bros,-0.77712032,12,1,565,3921400
10215,2020,01,24,76,Dora & The Lost City Of Gold,UK/USA/Aus,353,Paramount,0.32209738,24,1,353,6730975
10216,2020,01,24,81,Aquarela,UK/Ger/Den,215,Park Circus,3.3,7,1,215,17499
10217,2020,01,24,88,The Street,UK,122,Verve,0.58441558,9,1,122,44412
10218,2020,01,24,16,Giselle - Bolshoi Ballet 2020 (Ballet),Rus,172515,Trafalgar,-,1,181,953,172515
10219,2020,01,24,18,The Turning,USA,104459,eOne Films,-,1,249,420,104459
10220,2020,01,24,19,Street Dancer,Ind,90669,Cinestaan AA Distributors,-,1,60,1511,90669
10221,2020,01,24,24,Panga,Ind,42726,Disney,-,1,39,1096,42726
10222,2020,01,24,30,Disco Raja,Ind,11727,Dreamz Entertainment,-,1,19,617,11727
10223,2020,01,24,40,The Holy Mountain (4K Restoration),USA/Mex,6351,Arrow Films,-,1,7,907,6351
10224,2020,01,24,47,India Vs England,Ind,2438,KUK Talkies Ltd,-,1,16,152,2438
10225,2020,01,24,50,Rafadan Tayfa Gobeklitepe,Tur,2067,Cinedex OG,-,1,3,689,2067
10226,2020,01,24,60,Turkler Geliyor,Tur,1117,Kinostar,-,1,1,1117,1117
10227,2020,01,31,1,1917,UK/USA,2798457,eOne Films,-0.3816129,4,721,3881,31404434
10228,2020,01,31,2,Bad Boys For Life,USA,1844179,Sony Pictures,-0.32859992,3,541,3409,11287270
10229,2020,01,31,3,The Personal History Of David Copperfield,UK/USA,1037119,Lionsgate,-0.31989075,2,672,1543,3758595
10230,2020,01,31,4,Little Women,USA,659344,Sony Pictures,-0.34590771,6,631,1045,19931774
10231,2020,01,31,5,The Gentlemen,USA,597494,Entertainment,-0.3182662,5,403,1483,10364506
10232,2020,01,31,6,Jumanji: The Next Level,USA,597326,Sony Pictures,-0.35208619,8,499,1197,34326248
10233,2020,01,31,7,Queen & Slim,Can/USA,507302,eOne Films,-,1,357,1421,507302
10234,2020,01,31,8,A Beautiful Day In The Neighborhood,USA/Chn,493770,Sony Pictures,-,1,466,1060,493770
10235,2020,01,31,9,Porgy And Bess - Met Opera 2020 (Opera),USA,409359,Trafalgar,-,1,193,2121,409359
10236,2020,01,31,10,The Lighthouse,USA,384284,Universal,-,1,83,4630,384284
10237,2020,01,31,11,"Paw Patrol: Ready, Race, Rescue",Can,352800,Paramount,-0.27155028,2,530,666,929378
10238,2020,01,31,12,Spies In Disguise,USA,326044,Disney,-0.35945714,6,503,648,6695451
10239,2020,01,31,13,Jojo Rabbit,Nzl/USA/Cze,296896,Disney,-0.41114379,5,353,841,6846514
10240,2020,01,31,14,Frozen 2,USA,264837,Disney,-0.34337228,11,450,589,52663219
10241,2020,01,31,15,Star Wars: The Rise Of Skywalker,UK/USA,244141,Disney,-0.55092908,7,364,671,57812136
10242,2020,01,31,18,The Rhythm Section,UK/USA,171837,Paramount,-,1,404,425,171837
10243,2020,01,31,25,"La Boheme - ROH, London 2019/20 (Opera)",UK,58051,Royal Opera House,-,2,88,660,566630
10244,2020,01,31,27,Jawaani Jaaneman,UK/Ind,48381,Hamsini Entertainment,-,1,35,1382,48381
10245,2020,01,31,29,Cats,UK/USA,27603,Universal,-0.66099676,7,107,258,11890910
10246,2020,01,31,34,Maleficent: Mistress Of Evil,UK/USA,15536,Disney,-0.74337641,16,102,152,14708804
10247,2020,01,31,41,Shaun The Sheep Movie: Farmageddon,UK,5690,StudioCanal,0.40841584,16,40,142,7063331
10248,2020,01,31,44,In Search Of Mozart,UK,3618,Seventh Art Production,2.25067385,2,4,905,20060
10249,2020,01,31,48,Show Me The Picture: The Story Of Jim Marshall,UK,3104,Modern Films,-,1,3,1035,3104
10250,2020,01,31,50,Jinde Meriye,UK/Ind,2334,Rising Star Entertainment,-0.83876625,2,4,584,23433
10251,2020,01,31,51,Bait,UK,1937,BFI,0.23611997,23,3,646,482985
10252,2020,01,31,53,Judy,UK,1567,20th Century Fox,-0.0560241,18,5,313,8161177
10253,2020,01,31,54,Present Laughter - NT Live 2019 (Theatre),UK,1550,National Theatre,-0.78898645,11,1,1550,1266431
10254,2020,01,31,56,The Lion King,UK/USA,1525,Disney,-0.35918882,29,5,305,75961768
10255,2020,01,31,61,The Runaways,UK,1234,Slackjaw Films,0.42002301,4,2,617,10138
10256,2020,01,31,63,The Good Liar,UK/USA/Can,1098,Warner Bros,0.34394125,13,2,549,3930586
10257,2020,01,31,66,StarDog And TurboCat,UK,754,Kaleidoscope,-0.69046874,9,9,84,115637
10258,2020,01,31,67,Ordinary Love,UK,745,Universal,-0.15819209,9,2,373,223353
10259,2020,01,31,68,Everything - The Real Thing Story,UK,731,Music Film Network,-0.91118941,2,1,731,10937
10260,2020,01,31,69,No Fathers In Kashmir,UK/Ind,702,Miracle Communications,-0.74038462,2,2,351,5239
10261,2020,01,31,79,The Aeronauts,UK/USA,188,eOne Films,-,13,1,188,1814587
10262,2020,01,31,80,Aquarela,UK/Ger/Den,180,Park Circus,-0.52506596,8,1,180,18721
10263,2020,01,31,89,Exhibition On Screen: Lucian Freud - A Self Portrait 2020 (Exhibition),UK,76,Seventh Art Production,-0.97265203,3,1,76,70897
10264,2020,01,31,16,Jak Zostalem Gangsterem,Pol,224687,Phoenix,-,1,255,881,224687
10265,2020,01,31,19,Richard Jewell,USA,158868,Warner Bros,-,1,319,498,158868
10266,2020,01,31,22,One Piece: Stampede,Jpn,69174,National Amusements UK,-,1,75,922,69174
10267,2020,01,31,23,The Man Who Killed Don Quixote,Spa/Bel/Prt,67355,Sparky Pictures Ltd,-,1,25,2694,67355
10268,2020,01,31,39,Eltilerin Savasi,Tur,5967,AF-Media,-,1,3,1989,5967
10269,2020,01,31,46,Talking About Trees,Fra/Ger/Tcd/Sdn/Qat,3462,New Wave,-,1,4,866,3462
10270,2020,01,31,49,Dagaalty,Ind,3041,Sun Media,-,1,13,234,3041
10271,2020,01,31,55,Gul Makai,Ind,1541,Bollywood Films,-,1,9,171,1541
10272,2020,01,31,59,Quezon's Game,Phl,1466,ABS-CBN/Star Cinema,-,1,28,52,1466
10273,2020,02,07,1,Dolittle,UK/USA,5085520,Universal,-,1,600,8476,5085520
10274,2020,02,07,2,Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn,USA,2833297,Warner Bros,-,1,629,4504,2833297
10275,2020,02,07,3,1917,UK/USA,2271528,eOne Films,-0.19182032,5,692,3283,35888252
10276,2020,02,07,4,Parasite,Kor,1397387,StudioCanal,-,1,137,10200,1397387
10277,2020,02,07,5,Bad Boys For Life,USA,1000628,Sony Pictures,-0.46047669,4,481,2080,13098674
10278,2020,02,07,6,The Personal History Of David Copperfield,UK/USA,530339,Lionsgate,-0.48950103,3,519,1022,5089472
10279,2020,02,07,7,Kinky Boots - The Musical (Theatre),UK,503256,More2Screen,-,2,479,1051,1175439
10280,2020,02,07,8,Jumanji: The Next Level,USA,391310,Sony Pictures,-0.34468974,9,462,847,34830746
10281,2020,02,07,9,The Gentlemen,USA,351323,Entertainment,-0.41179908,6,333,1055,11057892
10282,2020,02,07,10,Little Women,USA,305033,Sony Pictures,-0.54286489,7,452,675,20800556
10283,2020,02,07,11,A Beautiful Day In The Neighborhood,USA/Chn,227968,Sony Pictures,-0.53933016,2,428,533,1129994
10284,2020,02,07,12,Spies In Disguise,USA,227368,Disney,-0.30714919,7,380,598,6955887
10285,2020,02,07,13,"Paw Patrol: Ready, Race, Rescue",Can,217642,Paramount,-0.38496004,3,497,438,1192113
10286,2020,02,07,14,Jojo Rabbit,Nzl/USA/Cze,213245,Disney,-0.29366152,6,245,870,7244048
10287,2020,02,07,15,Frozen 2,USA,210521,Disney,-0.21239319,12,512,411,52905408
10288,2020,02,07,19,Star Wars: The Rise Of Skywalker,UK/USA,89803,Disney,-0.63683825,8,179,502,58009767
10289,2020,02,07,24,Maleficent: Mistress Of Evil,UK/USA,35782,Disney,1.28672074,17,267,134,14744894
10290,2020,02,07,28,Mr. Jones,UK/Pol/Ukr,16583,Signature Entertainment,-,1,10,1658,16583
10291,2020,02,07,29,Dora & The Lost City Of Gold,UK/USA/Aus,16250,Paramount,-,26,99,164,6747563
10292,2020,02,07,30,Jawaani Jaaneman,UK/Ind,15585,Hamsini Entertainment,-0.68099979,2,10,1558,90972
10293,2020,02,07,33,The Rhythm Section,UK/USA,11964,Paramount,-0.93468457,2,131,91,337138
10294,2020,02,07,38,Cats,UK/USA,8435,Universal,-0.70453272,8,69,122,11926510
10295,2020,02,07,43,Shaun The Sheep Movie: Farmageddon,UK,6578,StudioCanal,0.15606327,17,31,212,7070292
10296,2020,02,07,48,The Lehman Trilogy - NT Live 2019 (Theatre),UK,3902,National Theatre,-,30,4,976,1061750
10297,2020,02,07,49,Bait,UK,3809,BFI,0.96644295,24,9,423,499896
10298,2020,02,07,53,Judy,UK,1915,20th Century Fox,0.22208041,19,4,479,8180486
10299,2020,02,07,54,The Good Liar,UK/USA/Can,1805,Warner Bros,0.643898,14,1,1805,3943117
10300,2020,02,07,67,StarDog And TurboCat,UK,711,Kaleidoscope,-0.0892926,10,8,89,116374
10301,2020,02,07,68,Everything - The Real Thing Story,UK,676,Music Film Network,-0.0752394,3,3,225,12582
10302,2020,02,07,72,The Runaways,UK,349,Slackjaw Films,-0.78950543,5,1,349,11199
10303,2020,02,07,73,Show Me The Picture: The Story Of Jim Marshall,UK,340,Modern Films,-0.89046392,2,3,113,4147
10304,2020,02,07,74,The Lion King,UK/USA,326,Disney,-0.78609878,30,1,326,75962094
10305,2020,02,07,77,Ordinary Love,UK,261,Universal,-0.64966443,10,2,131,225225
10306,2020,02,07,82,Exhibition On Screen: Lucian Freud - A Self Portrait 2020 (Exhibition),UK,130,Seventh Art Production,0.71052632,4,1,130,72939
10307,2020,02,07,87,"The Sleeping Beauty - ROH, London 2019/20 (Ballet)",UK,16,Royal Opera House,-,5,1,16,659085
10308,2020,02,07,17,Underwater,USA,191869,Disney,-,1,330,581,191869
10309,2020,02,07,21,Malang - Unleash The Madness,Ind,61689,Yash Raj,-,1,64,964,61689
10310,2020,02,07,34,Jaanu,Ind,10851,Sailing Stones,-,1,18,603,10851
10311,2020,02,07,40,Vaanam Kottatum,Ind,8216,Sun Media,-,1,13,632,8216
10312,2020,02,07,45,A Streetcar Named Desire (Re: 2020),USA,5204,BFI,-,1,5,1041,5204
10313,2020,02,07,46,Plus One,USA,5006,Vertigo,-,1,10,501,5006
10314,2020,02,07,47,Not Perfect Man,Rus,4649,Independent,-,1,9,517,4649
10315,2020,02,07,50,Zakhmi,Ind,3676,Rising Star Entertainment,-,1,9,408,3676
10316,2020,02,07,56,Ask Tesadufleri Sever 2,Tur,1616,Independent,-,1,3,539,1616
10317,2020,02,07,64,Fando & Lis (4K Restoration),Mex,956,Arrow Films,-,1,5,191,956
10318,2020,02,07,65,Daniel Isn't Real,USA/Mys,919,Arrow Films,-,1,1,919,919
10319,2020,02,14,1,Sonic The Hedgehog,USA/Jpn/Kor,4733768,Paramount,-,1,619,7647,4733768
10320,2020,02,14,2,Parasite,Kor,2523518,StudioCanal,0.80588341,2,428,5896,5092732
10321,2020,02,14,3,Dolittle,UK/USA,2135951,Universal,-0.58565298,2,678,3150,8197463
10322,2020,02,14,4,1917,UK/USA,1950909,eOne Films,-0.14244929,6,635,3072,39229416
10323,2020,02,14,5,Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn,USA,1773024,Warner Bros,-0.3589541,2,621,2855,5820839
10324,2020,02,14,6,Emma,UK,1635797,Universal,-,1,611,2677,1635797
10325,2020,02,14,7,Bad Boys For Life,USA,842039,Sony Pictures,-0.1584893,5,438,1922,14371453
10326,2020,02,14,8,365 Dni,Pol,378790,Phoenix,-,1,262,1446,378790
10327,2020,02,14,9,Jumanji: The Next Level,USA,326564,Sony Pictures,-0.16622241,10,414,789,35236372
10328,2020,02,14,10,The Gentlemen,USA,238781,Entertainment,-0.32241679,7,231,1034,11536705
10329,2020,02,14,11,The Personal History Of David Copperfield,UK/USA,236502,Lionsgate,-0.5556136,4,301,786,5728246
10330,2020,02,14,12,Jojo Rabbit,Nzl/USA/Cze,155753,Disney,-0.27366885,7,167,933,7541315
10331,2020,02,14,13,Little Women,USA,155706,Sony Pictures,-0.49361597,8,245,636,21283939
10332,2020,02,14,14,Frozen 2,USA,148856,Disney,-0.2950926,13,361,412,53088714
10333,2020,02,14,15,"Paw Patrol: Ready, Race, Rescue",Can,144262,Paramount,-0.34134994,4,438,329,1377656
10334,2020,02,14,24,Kinky Boots - The Musical (Theatre),UK,55614,More2Screen,-0.89473064,3,55,1011,1289900
10335,2020,02,14,25,Star Wars: The Rise Of Skywalker,UK/USA,55476,Disney,-0.38525299,9,126,440,58100786
10336,2020,02,14,32,Mr. Jones,UK/Pol/Ukr,20428,Signature Entertainment,0.09633446,2,15,1362,54936
10337,2020,02,14,39,Shaun The Sheep Movie: Farmageddon,UK,9721,StudioCanal,0.4778048,18,39,249,7081393
10338,2020,02,14,40,Maleficent: Mistress Of Evil,UK/USA,7628,Disney,-0.7868267,18,55,139,14757349
10339,2020,02,14,50,Bait,UK,3352,BFI,-0.22118959,25,8,419,511785
10340,2020,02,14,51,Present Laughter - NT Live 2019 (Theatre),UK,3108,National Theatre,-,13,2,1554,1322560
10341,2020,02,14,52,Cats,UK/USA,2923,Universal,-0.68897638,9,37,79,11907188
10342,2020,02,14,53,Jawaani Jaaneman,UK/Ind,2884,Hamsini Entertainment,-0.81496662,3,6,481,100218
10343,2020,02,14,54,"La Boheme - ROH, London 2019/20 (Opera)",UK,2825,Royal Opera House,-,4,2,1413,602410
10344,2020,02,14,58,The Runaways,UK,1909,Slackjaw Films,4.46991404,6,4,477,13209
10345,2020,02,14,62,Ordinary Love,UK,1516,Universal,4.80842912,11,3,505,249511
10346,2020,02,14,67,The Rhythm Section,UK/USA,1058,Paramount,-0.91156716,3,22,48,350802
10347,2020,02,14,75,"The Sleeping Beauty - ROH, London 2019/20 (Ballet)",UK,750,Royal Opera House,45.875,6,1,750,664597
10348,2020,02,14,79,Judy,UK,539,20th Century Fox,-0.74563473,20,4,135,8196368
10349,2020,02,14,83,Small Island - NT Live 2019 (Theatre),UK,388,National Theatre,-,35,1,388,873156
10350,2020,02,14,86,Downton Abbey,UK/USA,284,Universal,-,23,1,284,28242871
10351,2020,02,14,88,Everything - The Real Thing Story,UK,207,Music Film Network,-0.69378698,4,1,207,13105
10352,2020,02,14,90,StarDog And TurboCat,UK,116,Kaleidoscope,-0.83626292,11,2,58,116496
10353,2020,02,14,19,Ghost (30th Anniversary),USA,78805,Park Circus,-,1,247,319,78805
10354,2020,02,14,21,Love Aaj Kal 2,Ind,71468,Hamsini Entertainment,-,1,64,1117,71468
10355,2020,02,14,22,The Lost Boys (Re: 2020),USA,61613,Warner Bros,-,1,94,655,61613
10356,2020,02,14,26,Sufna,Ind,41688,B4U Movies,-,1,15,2779,41688
10357,2020,02,14,31,Varane Avishamundu,Ind,28754,RFT Films,-,1,49,587,28754
10358,2020,02,14,33,Spycies,Chn/Fra/USA,18309,Kaleidoscope,-,1,199,92,18309
10359,2020,02,14,34,World Famous Lover,Ind,17583,Sailing Stones,-,1,17,1034,17583
10360,2020,02,14,37,First Love,Jpn,13052,Signature Entertainment,-,1,13,1004,13052
10361,2020,02,14,46,Jihad Jane,Ire/Swe,4587,Wildcard,-,1,5,917,4587
10362,2020,02,14,47,Naan Sirithal,Ind,4273,Sun Media,-,1,7,610,4273
10363,2020,02,14,48,Imported Groom,Ltu,4015,Independent,-,1,6,669,4015
10364,2020,02,14,55,Oh My Kadavule,Ind,2515,Sun Media,-,1,5,503,2515
10365,2020,02,14,64,A Paris Education,Fra,1388,New Wave,-,1,4,347,1388
10366,2020,02,14,76,When Lambs Become Lions,USA,659,Dogwoof,-,1,1,659,659
10367,2020,02,21,1,Sonic The Hedgehog,USA/Jpn/Kor,4171244,Paramount,-0.11896173,2,634,6579,14688538
10368,2020,02,21,2,Dolittle,UK/USA,2032270,Universal,-0.04988871,3,655,3103,14066921
10369,2020,02,21,3,Parasite,Kor,1722236,StudioCanal,-0.31784799,3,565,3048,8397639
10370,2020,02,21,4,The Call Of The Wild,USA,1465400,Disney,-,1,487,3009,1465400
10371,2020,02,21,5,Emma,UK,1156256,Universal,-0.2939011,2,647,1787,4571310
